SampleID,Row.names.x,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name,HOST,Organism,Platform,Sample.Name,S.obs,S.chao1,se.chao1.x,S.ACE,se.ACE.x,sample_sums(g16F4),Row.names.y,S.obs_rare,S.chao1_rare,se.chao1.y,S.ACE_rare,se.ACE.y,sample_sums(g16F4Rare),Row.names.x,S.obs_antiRare,S.chao1_antiRare,se.chao1.x,S.ACE_antiRare,se.ACE.x,sample_sums(g16AntiRare),Row.names.y,S.obs_anti,S.chao1_anti,se.chao1.y,S.ACE_anti,se.ACE.y,sample_sums(g16Anti),AntiBdRARare,AntiBdRA
DMPF02,DMPF02,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22507416,USA: Maryland,not applicable,soil metagenome,ILLUMINA,DMPF02,490,504.6153846,8.647301066,494.8690404,11.01470401,9131,DMPF02,417,506.7794118,22.35332366,496.7037796,9.906416369,2022,DMPF02,6,6,0.228217732,6.556440601,0.722145829,27,DMPF02,6,6,0,6,1.224744871,112,0.013353116,0.012265907
DMPF03,DMPF03,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506897,USA: Maryland,not applicable,soil metagenome,ILLUMINA,DMPF03,353,359,4.535732402,356.2754296,9.267591146,6483,DMPF03,321,344.5,9.042559495,343.4982693,7.515480023,2022,DMPF03,3,4,2.121320344,7.047619048,1.181600869,8,DMPF03,3,3,0,3,0.816496581,26,0.003956479,0.004010489
DMPF04,DMPF04,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506908,USA: Maryland,not applicable,soil metagenome,ILLUMINA,DMPF04,342,347.5,4.339234303,344.7395862,9.153916873,8143,DMPF04,302,334.4117647,11.23959379,337.6149055,8.056553712,2022,DMPF04,3,3,0,3,0.816496581,20,DMPF04,4,4,0,4,0.866025404,111,0.009891197,0.01363134
DMPF05,DMPF05,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22507474,USA: Maryland,not applicable,soil metagenome,ILLUMINA,DMPF05,482,490.75,6.041177808,485.5002035,10.67870421,13574,DMPF05,377,432.0147059,15.48037519,434.7413138,9.261669041,2022,DMPF05,2,2,0.353553391,3.111111111,0.822165212,4,DMPF05,2,2,0,2,0.707106781,29,0.001978239,0.002136437
DMPF06,DMPF06,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22507486,USA: Maryland,not applicable,soil metagenome,ILLUMINA,DMPF06,430,434.5652174,3.375358733,433.8805812,10.29687446,7554,DMPF06,378,422.1617647,13.18079167,422.7995645,8.370174597,2022,DMPF06,8,8,0.155902391,8.32,0.660702802,26,DMPF06,9,9,0,9,1.490711985,108,0.012858556,0.014297061
DMPP01,DMPP01,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22507113,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPP01,424,429.5714286,4.241703422,427.1265648,10.24032263,12539,DMPP01,327,425.6666667,24.52645843,440.4720265,10.6238796,2022,DMPP01,11,13,2.862967201,16.77716263,1.983428648,78,DMPP01,11,11,0,11,1.477097892,416,0.038575668,0.033176489
DMPP02,DMPP02,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22507124,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPP02,487,495.5,5.550695603,491.0061195,10.97847624,10699,DMPP02,406,515.443038,24.99741378,522.9265736,10.70434913,2022,DMPP02,2,2,0.353553391,3.111111111,0.761570489,7,DMPP02,3,3,0,3,0.816496581,33,0.003461919,0.0030844
DMPP03,DMPP03,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22507039,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPP03,579,582.5,2.779777121,582.0755446,11.95268062,11418,DMPP03,466,546.2736842,18.89300739,551.2310563,10.00950123,2022,DMPP03,4,4,0,4,0.866025404,27,DMPP03,4,4,0,4,0.866025404,139,0.013353116,0.012173761
DMPP04,DMPP04,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22507041,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPP04,544,549.9130435,4.014407434,547.9325142,11.60608758,10706,DMPP04,436,515.0816327,18.54680213,531.905675,10.24503834,2022,DMPP04,2,2,0,2,0.707106781,16,DMPP04,2,2,0,NA,NA,77,0.007912957,0.007192229
DMPP05,DMPP05,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22506914,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPP05,600,610.3448276,5.634722038,607.443822,12.18665225,14416,DMPP05,445,572.2631579,26.71903892,596.4155882,12.15840085,2022,DMPP05,5,5,0.223606798,5.379008746,0.676751664,15,DMPP05,7,7,0,7,1.195228609,109,0.007418398,0.007561043
DMPP06,DMPP06,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22506917,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPP06,604,609.2307692,3.617831456,608.2210527,12.22037625,11851,DMPP06,483,574.4375,20.76003613,580.5343283,10.52681303,2022,DMPP06,1,1,0,1,0,9,DMPP06,1,1,0,NA,NA,53,0.004451039,0.004472196
DMPP07,DMPP07,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22506918,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPP07,408,411.0555556,2.699617636,410.608044,10.0613911,20695,DMPP07,269,380.0185185,28.05916661,406.9270999,11.53117603,2022,DMPP07,3,4,2.121320344,6.9,1.137649732,6,DMPP07,3,3,0,3,0.816496581,79,0.002967359,0.003817347
DMPP08,DMPP08,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22506919,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPP08,497,505.1428571,5.088615243,502.0733784,11.07643334,12595,DMPP08,382,475.3478261,22.94023667,476.6943267,10.12201711,2022,DMPP08,6,7,2.22003861,7.372085696,1.283443084,43,DMPP08,8,8,0,8,1.369306394,311,0.021266073,0.024692338
DMPS01,DMPS01,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506920,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPS01,661,690.2857143,12.02480917,674.8252774,12.8100497,13858,DMPS01,502,653.40625,30.44813734,650.2068883,12.09170056,2022,DMPS01,6,9,4.099457959,17.79076923,2.265860329,14,DMPS01,7,7,0,7,1.309307341,106,0.006923838,0.007649011
DMPS02,DMPS02,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506922,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPS02,470,494.4736842,11.58502477,479.3492695,10.74794065,7258,DMPS02,402,460.75,15.82537823,462.4795023,9.064301716,2022,DMPS02,5,5,0.447213595,5.53909465,1.053276795,44,DMPS02,5,5,0,5,0.894427191,178,0.021760633,0.024524662
DMPS03,DMPS03,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506923,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPS03,692,698.9,4.042761966,698.1165865,13.08301256,11860,DMPS03,525,638.4,23.31824722,654.5399143,11.8804478,2022,DMPS03,4,4,0.216506351,4.862084661,0.839409007,14,DMPS03,5,5,0.447213595,5.520408163,1.116074615,58,0.006923838,0.004890388
DMPS04,DMPS04,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506924,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPS04,532,549.6521739,8.668059767,540.3044382,11.45309961,8409,DMPS04,444,511.8333333,16.9030612,516.0567746,9.559485724,2022,DMPS04,3,3,0.204124145,3.694444444,0.812658474,7,DMPS04,3,3,0,3,0.816496581,37,0.003461919,0.004400048
DMPS05,DMPS05,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506925,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPS05,418,425.1578947,4.746747413,422.7391166,10.16909491,9921,DMPS05,337,394.147541,16.34616581,398.6355051,8.936033457,2022,DMPS05,2,2,0,2,0,5,DMPS05,2,2,0,NA,NA,27,0.002472799,0.0027215
DMPS06,DMPS06,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506926,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPS06,455,463.1428571,5.088602793,459.9066176,10.55064057,7764,DMPS06,388,452.7435897,16.89566209,461.3051615,9.590697607,2022,DMPS06,4,5.5,2.518116179,10,0.946486273,5,DMPS06,4,4,0,4,0,29,0.002472799,0.003735188
DMPS07,DMPS07,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506927,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPS07,425,435.0434783,5.784513274,431.2014142,10.20807608,5966,DMPS07,378,426.140625,14.23494503,421.1126097,8.423455779,2022,DMPS07,3,3,0,3,1.49E-08,10,DMPS07,3,3,0,3,1.83E-08,19,0.004945598,0.003184713
DMPS08,DMPS08,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506928,USA: Maryland,not applicable,freshwater metagenome,ILLUMINA,DMPS08,585,594.2857143,5.047714936,592.2277164,12.0064589,9391,DMPS08,479,575.2234043,21.68086385,579.544388,10.62898038,2022,DMPS08,4,4,0,4,0,13,DMPS08,4,4,0,4,1,58,0.006429278,0.006176126
FLAK01,FLAK01,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506935,USA: George Washington & Jefferson National Forests,Plethodon cinereus,skin metagenome,ILLUMINA,FLAK01,209,211.1,2.335147629,210.7803901,7.197971385,30408,FLAK01,124,191.5357143,22.88351635,225.1617717,10.14668947,2022,FLAK01,7,7,0,7,1.309307341,111,FLAK01,9,9,0,9,1.414213562,1533,0.054896142,0.050414365
FLAK02,FLAK02,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506936,USA: George Washington & Jefferson National Forests,Plethodon cinereus,skin metagenome,ILLUMINA,FLAK02,270,271.5,2.231939743,270.73471,7.357607313,14293,FLAK02,218,235.5,7.795733174,238.143022,6.987498581,2022,FLAK02,12,12,0.119678388,12.43746184,1.553552625,141,FLAK02,13,13,0.480384461,13.52194787,1.634630182,1004,0.069732938,0.070244175
FLAK03,FLAK03,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506937,USA: George Washington & Jefferson National Forests,Plethodon cinereus,skin metagenome,ILLUMINA,FLAK03,610,634.4736842,11.58511002,619.3264778,12.19542096,15140,FLAK03,470,598.3333333,27.04244817,605.2288981,11.83471955,2022,FLAK03,32,32.6,1.184140599,33.17654769,2.459592213,278,FLAK03,33,33,0,33,1.874873733,1979,0.137487636,0.130713342
FLAK04,FLAK04,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507232,USA: George Washington & Jefferson National Forests,Plethodon cinereus,skin metagenome,ILLUMINA,FLAK04,500,504.5833333,3.822107556,502.5506028,10.86326869,17170,FLAK04,385,466.7590361,19.79456614,478.8028156,10.46957187,2022,FLAK04,21,24,3.178337338,25.76913831,2.540655041,183,FLAK04,23,23,0,23,2.340568493,1449,0.090504451,0.08439138
FLAK05,FLAK05,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507233,USA: George Washington & Jefferson National Forests,Plethodon cinereus,skin metagenome,ILLUMINA,FLAK05,212,212,0.12470484,212.1456103,6.78317456,6515,FLAK05,202,205.8888889,2.958638022,206.9801336,5.835139271,2022,FLAK05,20,20.33333333,0.92103749,20.80964624,2.161066507,492,FLAK05,20,20,0,20,1.936491673,1528,0.243323442,0.234535687
FLAK06,FLAK06,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507234,USA: George Washington & Jefferson National Forests,Plethodon cinereus,skin metagenome,ILLUMINA,FLAK06,418,422.5,4.107554557,419.6026281,9.906468118,11635,FLAK06,348,384.038961,11.08576007,393.3428568,8.068938251,2022,FLAK06,13,13,0,13,1.797434069,389,FLAK06,15,15,0,15,0.966091783,2346,0.192383778,0.201633004
FLAK07,FLAK07,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507235,USA: George Washington & Jefferson National Forests,Plethodon cinereus,skin metagenome,ILLUMINA,FLAK07,503,512.0666667,5.894822433,507.2293557,11.1441941,15827,FLAK07,364,445.1282051,19.98723785,466.3553747,10.62611932,2022,FLAK07,7,7,0,7,0.9258201,31,FLAK07,9,9,0.23570226,10.18332081,1.558817507,189,0.015331355,0.011941619
FLAKF01,FLAKF01,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22507236,USA: George Washington & Jefferson National Forests,not applicable,soil metagenome,ILLUMINA,FLAKF01,265,268.2352941,2.830224646,268.556681,8.009104892,5091,FLAKF01,251,266.5,7.333305521,264.4976067,6.859822303,2022,FLAKF01,0,0,NA,NA,NA,0,FLAKF01,0,0,NA,NA,NA,0,0,0
FLAKF02,FLAKF02,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506941,USA: George Washington & Jefferson National Forests,not applicable,soil metagenome,ILLUMINA,FLAKF02,302,305.9285714,3.337401815,304.9975477,8.55239009,6234,FLAKF02,279,304.5675676,10.1769153,300.6070048,7.471108195,2022,FLAKF02,1,1,0,1,0,2,FLAKF02,1,1,0,1,0,10,0.00098912,0.001604107
FLAKF03,FLAKF03,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506942,USA: George Washington & Jefferson National Forests,not applicable,soil metagenome,ILLUMINA,FLAKF03,289,300,8.477153392,292.2420683,8.358206892,6403,FLAKF03,261,285.6,10.02192125,281.9586786,7.436937107,2022,FLAKF03,3,3,0,3,1.83E-08,9,FLAKF03,3,3,0,3,0.816496581,20,0.004451039,0.003123536
FLAKF04,FLAKF04,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506943,USA: George Washington & Jefferson National Forests,not applicable,soil metagenome,ILLUMINA,FLAKF04,273,273.25,0.620406969,273.6456143,8.044184777,5839,FLAKF04,253,269.5333333,7.785688821,266.2746689,7.141386665,2022,FLAKF04,0,0,NA,NA,NA,0,FLAKF04,0,0,NA,NA,NA,0,0,0
FLAKF05,FLAKF05,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506944,USA: George Washington & Jefferson National Forests,not applicable,soil metagenome,ILLUMINA,FLAKF05,234,235.75,2.009215895,235.8613611,7.486800238,4536,FLAKF05,224,229.7575758,3.703262033,231.8143053,6.729044176,2022,FLAKF05,0,0,NA,NA,NA,0,FLAKF05,0,0,NA,NA,NA,0,0,0
FLAKF06,FLAKF06,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506945,USA: George Washington & Jefferson National Forests,not applicable,soil metagenome,ILLUMINA,FLAKF06,169,172.3333333,4.126806257,170.0333541,6.174949311,3643,FLAKF06,165,166.75,2.009132289,166.9105746,6.169773435,2022,FLAKF06,0,0,NA,NA,NA,0,FLAKF06,0,0,NA,NA,NA,0,0,0
FLAKF07,FLAKF07,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506946,USA: George Washington & Jefferson National Forests,not applicable,soil metagenome,ILLUMINA,FLAKF07,303,309.5,4.881551124,307.0875672,8.506006211,7097,FLAKF07,280,305.3846154,10.00329111,303.6211236,7.670992291,2022,FLAKF07,1,1,0,1,0,2,FLAKF07,1,1,0,1,0,5,0.00098912,0.000704523
FLAKF08,FLAKF08,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506947,USA: George Washington & Jefferson National Forests,not applicable,soil metagenome,ILLUMINA,FLAKF08,252,254.5454545,2.607403757,253.9034274,7.747315268,5070,FLAKF08,239,248.0357143,5.166913153,247.8916169,7.078395505,2022,FLAKF08,0,0,NA,NA,NA,0,FLAKF08,0,0,NA,NA,NA,0,0,0
GAR01,GAR01,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506948,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR01,178,182,3.688241278,180.7000375,6.647093367,9595,GAR01,144,166.44,10.13962055,169.5999386,5.976240989,2022,GAR01,3,3,0.40824829,4.111111111,0.896830415,214,GAR01,3,3,0,3,0.816496581,1076,0.105835806,0.11214174
GAR02,GAR02,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506949,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR02,79,79.14285714,0.486678573,79.58138547,4.418241118,5133,GAR02,71,75.23076923,3.559539452,78.06830994,4.240560769,2022,GAR02,3,3,0,3,0.816496581,360,GAR02,3,3,0,NA,NA,912,0.178041543,0.177673875
GAR03,GAR03,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506950,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR03,47,47,0,47,3.427051335,12611,GAR03,29,39.5,10.52423364,33.74966247,2.739562211,2022,GAR03,1,1,0,NA,NA,196,GAR03,2,2,0,NA,NA,1260,0.096933729,0.099912775
GAR04,GAR04,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506952,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR04,44,44,0.123571382,44.26033769,3.280956359,8637,GAR04,41,49.66666667,6.411320483,55.34925667,3.749872422,2022,GAR04,3,3,0.40824829,4.111111111,0.896830415,95,GAR04,3,3,0,3,0.816496581,461,0.046983185,0.053375014
GAR05,GAR05,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506953,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR05,380,383.8823529,3.194885742,382.5893203,9.603825209,6768,GAR05,337,391.0526316,15.94491557,389.4987245,8.473033901,2022,GAR05,8,8,0.155902391,8.573,1.318027382,52,GAR05,8,8,0,8,1.414213562,162,0.025717112,0.02393617
GAR06,GAR06,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506954,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR06,36,36,0,36,2.828427125,9739,GAR06,29,31.14285714,2.528215234,32.48838669,2.623393587,2022,GAR06,1,1,0,NA,NA,50,GAR06,1,1,0,NA,NA,159,0.024727992,0.016326112
GAR07,GAR07,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506955,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR07,125,125,0.124498996,125.1994748,5.525623202,7478,GAR07,108,113.7142857,3.98847752,118.1560865,5.113376962,2022,GAR07,3,3,0,3,1.83E-08,11,GAR07,3,3,0,3,0.816496581,40,0.005440158,0.005349024
GAR08,GAR08,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506956,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR08,53,53,0.165086852,53.24661787,3.564548009,9732,GAR08,44,51.5,6.348044361,52.22452958,3.581862813,2022,GAR08,2,2,0.353553391,NA,NA,34,GAR08,2,2,0,2,0.707106781,180,0.016815035,0.018495684
GAR09,GAR09,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506957,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR09,107,116,8.045491281,109.698809,4.953891803,24263,GAR09,49,124.6,42.83083401,105.8208122,5.801038051,2022,GAR09,1,1,0,NA,NA,150,GAR09,3,3,0,NA,NA,1971,0.074183976,0.081234802
GAR10,GAR10,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506958,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR10,219,222.2727273,3.087010417,221.5110458,7.344659744,35611,GAR10,120,184.5652174,23.38077613,195.5131371,8.075497611,2022,GAR10,3,3,0.204124145,4,0.901720654,89,GAR10,3,3,0,NA,NA,1364,0.044015826,0.038302772
GAR11,GAR11,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506959,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR11,622,626.2857143,3.133850195,626.1625675,12.40026205,42806,GAR11,301,453.8888889,36.16887965,472.3462184,12.58834196,2022,GAR11,9,10.5,2.55650431,11.74117647,1.600215269,132,GAR11,14,14,0,14,1.8516402,2670,0.065281899,0.062374433
GAR12,GAR12,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506960,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR12,383,395.6666667,7.512929214,389.0064044,9.69172072,53540,GAR12,194,320.6666667,35.14920155,363.6258737,12.35398829,2022,GAR12,6,6.333333333,0.909305013,8.309090909,1.402217125,298,GAR12,12,12,0,12,1.632993162,8504,0.147378833,0.158834516
GAR13,GAR13,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506961,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR13,301,308.125,4.521066117,307.8599748,8.630573992,15157,GAR13,221,288.0285714,21.35407357,284.5366147,8.443012411,2022,GAR13,1,1,0,NA,NA,1,GAR13,1,1,0,1,0,4,0.00049456,0.000263904
GAR14,GAR14,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506963,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR14,240,249.5454545,6.567351453,245.3787471,7.69204266,17134,GAR14,174,218.71875,16.00545402,223.8283135,7.42378902,2022,GAR14,17,17,0.242535625,17.3553072,2.051533118,731,GAR14,18,18,0.485912658,19.11111111,1.205812045,6515,0.361523244,0.380238123
GAR15,GAR15,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506964,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR15,29,29,0,29,2.652259934,15762,GAR15,24,27.5,3.656114292,28.85127096,2.482547304,2022,GAR15,3,3,0.204124145,4,0.901720654,89,GAR15,3,3,0,3,0.816496581,732,0.044015826,0.046440807
GAR16,GAR16,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506850,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR16,248,249.1538462,1.523789808,249.3489999,7.836620343,20892,GAR16,162,215.2,18.61553094,218.3542301,7.50728017,2022,GAR16,3,3.5,1.235631707,6,0.923097684,4,GAR16,3,3,0,3,0.816496581,38,0.001978239,0.001818878
GAR17,GAR17,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506851,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR17,318,322.55,3.451243947,323.0323645,8.786589052,52240,GAR17,160,265,34.6775189,254.4097521,9.291623476,2022,GAR17,6,7,2.22003861,7.251056636,1.134491498,32,GAR17,10,10,0,10,1.58113883,829,0.015825915,0.015869066
GAR18,GAR18,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506854,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR18,392,403.875,7.059747684,397.6747379,9.750118658,65293,GAR18,174,259.6896552,27.38053221,270.5269279,9.122556352,2022,GAR18,6,7,2.22003861,7.693877551,1.253468773,320,GAR18,13,13,0.480384461,13.70138889,1.480111822,10283,0.158259149,0.157490083
GAR19,GAR19,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506855,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR19,266,270.875,3.768318123,270.2505684,8.115929808,30311,GAR19,165,237.3333333,24.42238656,240.5213699,8.493546144,2022,GAR19,6,6,0.456435465,6.333333333,1.133099686,436,GAR19,7,7,0,7,0.9258201,7261,0.215628091,0.239549998
GAR20,GAR20,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506856,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR20,194,200.875,5.566146287,197.57246,6.886096864,53694,GAR20,91,145.6666667,23.22352111,151.4173438,7.103757715,2022,GAR20,3,3,0,3,0.816496581,110,GAR20,5,5,0,5,1.095445115,2783,0.054401583,0.051830745
GAR21,GAR21,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506857,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,GAR21,335,339.4,3.557603013,338.0711125,9.07933512,47691,GAR21,177,310.5,38.84177496,335.1858258,12.12914433,2022,GAR21,5,5.5,1.259058089,7.222222222,1.269932881,559,GAR21,8,8,0,8,0.935414347,13171,0.276458952,0.276173702
GARP01,GARP01,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22506859,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,GARP01,327,327.9375,1.302995822,328.169314,8.927221475,6462,GARP01,293,315.0153846,8.120224027,326.2962429,7.667573687,2022,GARP01,0,0,NA,NA,NA,0,GARP01,0,0,NA,NA,NA,0,0,0
GARP02,GARP02,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22506860,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,GARP02,245,247.1,2.33519397,246.7767325,7.7851797,14734,GARP02,178,223.6,15.86915719,230.6664382,7.62082149,2022,GARP02,3,4,2.121320344,6.9,1.137649732,6,GARP02,4,4,0,4,1,54,0.002967359,0.003664993
GARP03,GARP03,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22506861,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,GARP03,191,191.7142857,1.124469858,192.2570983,6.855635593,6596,GARP03,167,184.5,7.891366687,188.2111781,5.996736726,2022,GARP03,1,1,0,1,0,3,GARP03,1,1,0,NA,NA,11,0.00148368,0.001667677
